"domain_1","domain_2"
"PF01280","PF01984"
"PF01280","PF02002"
"PF01280","PF02005"
"PF01280","PF02006"
"PF01280","PF02150"
"PF01280","PF02359"
"PF01280","PF02475"
"PF01280","PF02598"
"PF01280","PF02676"
"PF01280","PF02732"
"PF01280","PF02933"
"PF01280","PF02996"
"PF01280","PF03029"
"PF01280","PF03367"
"PF01280","PF03463"
"PF01280","PF03464"
"PF01280","PF03465"
"PF01280","PF03587"
"PF01280","PF08297"
"PF01281","PF01281"
"PF01281","PF01305"
"PF01281","PF01327"
"PF01281","PF01367"
"PF01281","PF01434"
"PF01281","PF01476"
"PF01281","PF01553"
"PF01281","PF01632"
"PF01281","PF01649"
"PF01281","PF01653"
"PF01281","PF01668"
"PF01281","PF01709"
"PF01281","PF01715"
"PF01281","PF01743"
"PF01281","PF01746"
"PF01281","PF01765"
"PF01281","PF01782"
"PF01281","PF01790"
"PF01281","PF01795"
"PF01281","PF01807"
"PF01281","PF02096"
"PF01281","PF02224"
"PF01281","PF02357"
"PF01281","PF02367"
"PF01281","PF02390"
"PF01281","PF02410"
"PF01281","PF02473"
"PF01281","PF02527"
"PF01281","PF02575"
"PF01281","PF02739"
"PF01281","PF02767"
"PF01281","PF02768"
"PF01281","PF02873"
"PF01281","PF02904"
"PF01281","PF02911"
"PF01281","PF02912"
"PF01281","PF03033"
"PF01281","PF03054"
"PF01281","PF03118"
"PF01281","PF03120"
"PF01281","PF03461"
"PF01281","PF03462"
"PF01281","PF03471"
"PF01281","PF03602"
"PF01281","PF03652"
"PF01281","PF03717"
"PF01281","PF03772"
"PF01281","PF03796"
"PF01281","PF03840"
"PF01282","PF01283"
"PF01282","PF01599"
"PF01282","PF01655"
"PF01282","PF01667"
"PF01282","PF01780"
"PF01282","PF01798"
"PF01282","PF01849"
"PF01282","PF01873"
"PF01282","PF01896"
"PF01282","PF01920"
"PF01282","PF01922"
"PF01282","PF01946"
"PF01282","PF01984"
"PF01282","PF02002"
"PF01282","PF02359"
"PF01282","PF02516"
"PF01282","PF02598"
"PF01282","PF02732"
"PF01282","PF02996"
"PF01282","PF03463"
"PF01282","PF03464"
"PF01282","PF03465"
"PF01283","PF01423"
"PF01283","PF01479"
"PF01283","PF01521"
"PF01283","PF01607"
"PF01283","PF02100"
"PF01283","PF02330"
"PF01283","PF03297"
"PF01283","PF03501"
"PF01283","PF03931"
"PF01283","PF06870"
"PF01284","PF07303"
"PF01285","PF01285"
"PF01286","PF01336"
"PF01286","PF01624"
"PF01286","PF03834"
"PF01286","PF03835"
"PF01286","PF05181"
"PF01287","PF01287"
"PF01287","PF01652"
"PF01287","PF01876"
"PF01287","PF01900"
"PF01287","PF01912"
"PF01287","PF02735"
"PF01287","PF06870"
"PF01287","PF08207"
"PF01288","PF01288"
"PF01288","PF02152"
"PF01288","PF02882"
"PF01289","PF01289"
"PF01291","PF01291"
"PF01291","PF09240"
"PF01292","PF03170"
"PF01293","PF01293"
"PF01293","PF06560"
"PF01294","PF01423"
"PF01294","PF01757"
"PF01294","PF01907"
"PF01294","PF03947"
"PF01294","PF04427"
"PF01295","PF01340"
"PF01295","PF01371"
"PF01295","PF01389"
"PF01295","PF02050"
"PF01295","PF02300"
"PF01295","PF02313"
"PF01295","PF02335"
"PF01295","PF02900"
"PF01295","PF02976"
"PF01295","PF03264"
"PF01295","PF03603"
"PF01295","PF03605"
"PF01295","PF03606"
"PF01295","PF03695"
"PF01295","PF03701"
"PF01295","PF03709"
"PF01295","PF03843"
"PF01295","PF03848"
"PF01296","PF08249"
"PF01297","PF01297"
"PF01300","PF01300"
"PF01300","PF03481"
"PF01301","PF02140"
"PF01301","PF02837"
"PF01301","PF10435"
"PF01302","PF01302"
"PF01302","PF03271"
"PF01302","PF08738"
"PF01303","PF01303"
"PF01305","PF01327"
"PF01305","PF01367"
"PF01305","PF01434"
"PF01305","PF01476"
"PF01305","PF01553"
"PF01305","PF01595"
"PF01305","PF01602"
"PF01305","PF01632"
"PF01305","PF01648"
"PF01305","PF01649"
"PF01305","PF01653"
"PF01305","PF01668"
"PF01305","PF01687"
"PF01305","PF01709"
"PF01305","PF01715"
"PF01305","PF01743"
"PF01305","PF01746"
"PF01305","PF01765"
"PF01305","PF01790"
"PF01305","PF01795"
"PF01305","PF01807"
"PF01305","PF02096"
"PF01305","PF02357"
"PF01305","PF02390"
"PF01305","PF02575"
"PF01305","PF02739"
"PF01305","PF02768"
"PF01305","PF02772"
"PF01305","PF02773"
"PF01305","PF02801"
"PF01305","PF02873"
"PF01305","PF02911"
"PF01305","PF03033"
"PF01305","PF03054"
"PF01305","PF03118"
"PF01305","PF03120"
"PF01305","PF03147"
"PF01305","PF03462"
"PF01305","PF03652"
"PF01305","PF03772"
"PF01305","PF03796"
"PF01306","PF01306"
"PF01311","PF01312"
"PF01311","PF01313"
"PF01311","PF01514"
"PF01312","PF01312"
"PF01312","PF01313"
"PF01312","PF01514"
"PF01313","PF01514"
"PF01314","PF01314"
"PF01314","PF02730"
"PF01315","PF01315"
"PF01315","PF01799"
"PF01315","PF02738"
"PF01315","PF03450"
"PF01316","PF01316"
"PF01316","PF02863"
"PF01318","PF01318"
"PF01320","PF01320"
"PF01320","PF01844"
"PF01320","PF02050"
"PF01320","PF03513"
"PF01320","PF03545"
"PF01321","PF01321"
"PF01322","PF01322"
"PF01322","PF07361"
"PF01323","PF01323"
"PF01323","PF02600"
"PF01323","PF03548"
"PF01323","PF03550"
"PF01323","PF03658"
"PF01324","PF02763"
"PF01324","PF02764"
"PF01325","PF01325"
"PF01325","PF02742"
"PF01325","PF04023"
"PF01326","PF01326"
"PF01326","PF02896"
"PF01327","PF01327"
"PF01327","PF01367"
"PF01327","PF01434"
"PF01327","PF01476"
"PF01327","PF01553"
"PF01327","PF01632"
"PF01327","PF01649"
"PF01327","PF01653"
"PF01327","PF01668"
"PF01327","PF01709"
"PF01327","PF01715"
"PF01327","PF01743"
"PF01327","PF01746"
"PF01327","PF01765"
"PF01327","PF01782"
"PF01327","PF01790"
"PF01327","PF01795"
"PF01327","PF01807"
"PF01327","PF02096"
"PF01327","PF02224"
"PF01327","PF02357"
"PF01327","PF02367"
"PF01327","PF02390"
"PF01327","PF02410"
"PF01327","PF02473"
"PF01327","PF02527"
"PF01327","PF02575"
"PF01327","PF02739"
"PF01327","PF02767"
"PF01327","PF02768"
"PF01327","PF02873"
"PF01327","PF02904"
"PF01327","PF02911"
"PF01327","PF02912"
"PF01327","PF03033"
"PF01327","PF03054"
"PF01327","PF03118"
"PF01327","PF03120"
"PF01327","PF03461"
"PF01327","PF03462"
"PF01327","PF03471"
"PF01327","PF03602"
"PF01327","PF03652"
"PF01327","PF03717"
"PF01327","PF03772"
"PF01327","PF03796"
"PF01327","PF03840"
"PF01329","PF01329"
"PF01329","PF04814"
"PF01330","PF01330"
"PF01330","PF02224"
"PF01330","PF02904"
"PF01330","PF03772"
"PF01330","PF07499"
"PF01331","PF01331"
"PF01331","PF01399"
"PF01331","PF01423"
"PF01331","PF02212"
"PF01331","PF02779"
"PF01331","PF02780"
"PF01331","PF02940"
"PF01331","PF03919"
"PF01331","PF04408"
"PF01331","PF04992"
"PF01331","PF05001"
"PF01331","PF05422"
"PF01331","PF05470"
"PF01333","PF01333"
"PF01333","PF02529"
"PF01333","PF03742"
"PF01333","PF05115"
"PF01333","PF08041"
"PF01333","PF08802"
"PF01335","PF01335"
"PF01336","PF01336"
"PF01336","PF01423"
"PF01336","PF01532"
"PF01336","PF01624"
"PF01336","PF02184"
"PF01336","PF02231"
"PF01336","PF02259"
"PF01336","PF02260"
"PF01336","PF02359"
"PF01336","PF02601"
"PF01336","PF02811"
"PF01336","PF02872"
"PF01336","PF02938"
"PF01336","PF04098"
"PF01336","PF04330"
"PF01336","PF04331"
"PF01336","PF04699"
"PF01336","PF05053"
"PF01336","PF05181"
"PF01336","PF05188"
"PF01336","PF05190"
"PF01336","PF05192"
"PF01336","PF06424"
"PF01336","PF07724"
"PF01336","PF07733"
"PF01336","PF08646"
"PF01336","PF08661"
"PF01337","PF01337"
"PF01337","PF02561"
"PF01338","PF01338"
"PF01339","PF01339"
"PF01339","PF01739"
"PF01339","PF03705"
"PF01340","PF01340"
"PF01340","PF01371"
"PF01340","PF01389"
"PF01340","PF02219"
"PF01340","PF02300"
"PF01340","PF02313"
"PF01340","PF02335"
"PF01340","PF02900"
"PF01340","PF02976"
"PF01340","PF03264"
"PF01340","PF03603"
"PF01340","PF03605"
"PF01340","PF03606"
"PF01340","PF03695"
"PF01340","PF03701"
"PF01340","PF03709"
"PF01340","PF03843"
"PF01340","PF03848"
"PF01341","PF01341"
"PF01342","PF01342"
"PF01342","PF01393"
"PF01342","PF01753"
"PF01342","PF03172"
"PF01343","PF01343"
"PF01344","PF01344"
"PF01344","PF01437"
"PF01344","PF01833"
"PF01344","PF02798"
"PF01344","PF03028"
"PF01344","PF07646"
"PF01344","PF09118"
"PF01346","PF01346"
"PF01347","PF02363"
"PF01347","PF06493"
"PF01347","PF09172"
"PF01347","PF09175"
"PF01351","PF01351"
"PF01351","PF08615"
"PF01352","PF02023"
"PF01352","PF03148"
"PF01353","PF01353"
"PF01353","PF07686"
"PF01355","PF01355"
"PF01357","PF01357"
"PF01357","PF03330"
"PF01357","PF07686"
"PF01358","PF01358"
"PF01358","PF03296"
"PF01359","PF01359"
"PF01360","PF01494"
"PF01361","PF01361"
"PF01363","PF01363"
"PF01363","PF01504"
"PF01363","PF02214"
"PF01363","PF02809"
"PF01363","PF03134"
"PF01363","PF03208"
"PF01363","PF03847"
"PF01363","PF05983"
"PF01363","PF06313"
"PF01363","PF06602"
"PF01364","PF03785"
"PF01365","PF01365"
"PF01365","PF02815"
"PF01367","PF01434"
"PF01367","PF01476"
"PF01367","PF01553"
"PF01367","PF01612"
"PF01367","PF01632"
"PF01367","PF01649"
"PF01367","PF01653"
"PF01367","PF01668"
"PF01367","PF01709"
"PF01367","PF01715"
"PF01367","PF01743"
"PF01367","PF01746"
"PF01367","PF01765"
"PF01367","PF01782"
"PF01367","PF01790"
"PF01367","PF01795"
"PF01367","PF01807"
"PF01367","PF02096"
"PF01367","PF02224"
"PF01367","PF02357"
"PF01367","PF02367"
"PF01367","PF02390"
"PF01367","PF02410"
"PF01367","PF02473"
"PF01367","PF02527"
"PF01367","PF02575"
"PF01367","PF02739"
"PF01367","PF02767"
"PF01367","PF02768"
"PF01367","PF02873"
"PF01367","PF02904"
"PF01367","PF02911"
"PF01367","PF02912"
"PF01367","PF03033"
"PF01367","PF03054"
"PF01367","PF03118"
"PF01367","PF03120"
"PF01367","PF03461"
"PF01367","PF03462"
"PF01367","PF03471"
"PF01367","PF03602"
"PF01367","PF03652"
"PF01367","PF03717"
"PF01367","PF03772"
"PF01367","PF03796"
"PF01367","PF03840"
"PF01368","PF01368"
"PF01368","PF02254"
"PF01368","PF02272"
"PF01368","PF02833"
"PF01368","PF03850"
"PF01368","PF04110"
"PF01369","PF01369"
"PF01369","PF01602"
"PF01369","PF03810"
"PF01370","PF01370"
"PF01370","PF01598"
"PF01370","PF02911"
"PF01370","PF03301"
"PF01370","PF03357"
"PF01370","PF05669"
"PF01370","PF08338"
"PF01371","PF01371"
"PF01371","PF01389"
"PF01371","PF02300"
"PF01371","PF02313"
"PF01371","PF02335"
"PF01371","PF02900"
"PF01371","PF02976"
"PF01371","PF03264"
"PF01371","PF03603"
"PF01371","PF03605"
"PF01371","PF03606"
"PF01371","PF03695"
"PF01371","PF03701"
"PF01371","PF03709"
"PF01371","PF03843"
"PF01371","PF03848"
"PF01372","PF01372"
"PF01373","PF01373"
"PF01373","PF01670"
"PF01373","PF02806"
"PF01374","PF01374"
"PF01375","PF01375"
"PF01375","PF01376"
"PF01375","PF06453"
"PF01376","PF01376"
"PF01377","PF01476"
"PF01377","PF02473"
"PF01377","PF02873"
"PF01377","PF02912"
"PF01378","PF01378"
"PF01378","PF01468"
"PF01378","PF02216"
"PF01378","PF07654"
"PF01379","PF01379"
"PF01379","PF02602"
"PF01379","PF03900"
"PF01379","PF06969"
"PF01380","PF01380"
"PF01380","PF01381"
"PF01380","PF01488"
"PF01380","PF02774"
"PF01380","PF02798"
"PF01380","PF02879"
"PF01380","PF04110"
"PF01380","PF10432"
"PF01381","PF01381"
"PF01381","PF02195"
"PF01381","PF02560"
"PF01381","PF03681"
"PF01381","PF04058"
"PF01381","PF04545"
"PF01381","PF07804"
"PF01381","PF07883"
"PF01381","PF08671"
"PF01382","PF01382"
"PF01384","PF04113"
"PF01384","PF07690"
"PF01388","PF01423"
"PF01388","PF01857"
"PF01388","PF01858"
"PF01388","PF02373"
"PF01388","PF02375"
"PF01388","PF04855"
"PF01389","PF02300"
"PF01389","PF02313"
"PF01389","PF02335"
"PF01389","PF02976"
"PF01389","PF03264"
"PF01389","PF03603"
"PF01389","PF03605"
"PF01389","PF03606"
"PF01389","PF03701"
"PF01389","PF03843"
"PF01389","PF03848"
"PF01390","PF01545"
"PF01391","PF01391"
"PF01391","PF01392"
"PF01391","PF02210"
"PF01391","PF02214"
"PF01391","PF02363"
"PF01391","PF03165"
"PF01391","PF03166"
"PF01391","PF06493"
"PF01391","PF07921"
"PF01392","PF01392"
"PF01392","PF01759"
"PF01392","PF02210"
"PF01392","PF06121"
"PF01392","PF06482"
"PF01393","PF01393"
"PF01393","PF03172"
"PF01393","PF03735"
"PF01393","PF11600"
"PF01394","PF01394"
"PF01394","PF02752"
"PF01394","PF03127"
"PF01394","PF07651"
"PF01394","PF09268"
"PF01395","PF01395"
"PF01396","PF01751"
"PF01397","PF03936"
"PF01398","PF01398"
"PF01398","PF01399"
"PF01398","PF01423"
"PF01398","PF01851"
"PF01398","PF02518"
"PF01398","PF02779"
"PF01398","PF02780"
"PF01398","PF02854"
"PF01398","PF05160"
"PF01398","PF08084"
"PF01399","PF01399"
"PF01399","PF01423"
"PF01399","PF01428"
"PF01399","PF01487"
"PF01399","PF01488"
"PF01399","PF01761"
"PF01399","PF01851"
"PF01399","PF01873"
"PF01399","PF01912"
"PF01399","PF02148"
"PF01399","PF02176"
"PF01399","PF03322"
"PF01399","PF03399"
"PF01399","PF03909"
"PF01399","PF03919"
"PF01399","PF04095"
"PF01399","PF04110"
"PF01399","PF04176"
"PF01399","PF04939"
"PF01399","PF05160"
"PF01399","PF05348"
"PF01399","PF08597"
"PF01400","PF01549"
"PF01401","PF01401"
"PF01401","PF01600"
"PF01401","PF09408"
"PF01402","PF01402"
"PF01402","PF01850"
"PF01402","PF08753"
"PF01403","PF01403"
"PF01403","PF01437"
"PF01403","PF01833"
"PF01403","PF08191"
"PF01403","PF12354"
"PF01404","PF01404"
"PF01405","PF02419"
"PF01405","PF05151"
"PF01406","PF01406"
"PF01406","PF05746"
"PF01406","PF09190"
"PF01408","PF01408"
"PF01408","PF02894"
"PF01408","PF09166"
"PF01409","PF01409"
"PF01409","PF02912"
"PF01409","PF03147"
"PF01409","PF03483"
"PF01409","PF03484"
"PF01410","PF02210"
"PF01411","PF01411"
"PF01411","PF02272"
"PF01411","PF07973"
"PF01412","PF01412"
"PF01412","PF01490"
"PF01412","PF01513"
"PF01412","PF01602"
"PF01412","PF01679"
"PF01412","PF01842"
"PF01412","PF02037"
"PF01412","PF02071"
"PF01412","PF02826"
"PF01412","PF03666"
"PF01412","PF03983"
"PF01412","PF04366"
"PF01412","PF04426"
"PF01412","PF04893"
"PF01412","PF05255"
"PF01412","PF07651"
"PF01412","PF08534"
"PF01413","PF01413"
"PF01415","PF01415"
"PF01416","PF01416"
"PF01416","PF01746"
"PF01416","PF02852"
"PF01416","PF04000"
"PF01417","PF01417"
"PF01417","PF01608"
"PF01417","PF02205"
"PF01417","PF02545"
"PF01417","PF03322"
"PF01417","PF06401"
"PF01418","PF01418"
"PF01419","PF01419"
"PF01420","PF01420"
"PF01421","PF01421"
"PF01421","PF05986"
"PF01421","PF08516"
"PF01423","PF01423"
"PF01423","PF01535"
"PF01423","PF01585"
"PF01423","PF01591"
"PF01423","PF01599"
"PF01423","PF01602"
"PF01423","PF01652"
"PF01423","PF01655"
"PF01423","PF01667"
"PF01423","PF01749"
"PF01423","PF01780"
"PF01423","PF01781"
"PF01423","PF01793"
"PF01423","PF01798"
"PF01423","PF01805"
"PF01423","PF01846"
"PF01423","PF01864"
"PF01423","PF01866"
"PF01423","PF01871"
"PF01423","PF01873"
"PF01423","PF01885"
"PF01423","PF01896"
"PF01423","PF01902"
"PF01423","PF01907"
"PF01423","PF01912"
"PF01423","PF01916"
"PF01423","PF01920"
"PF01423","PF01922"
"PF01423","PF01946"
"PF01423","PF01951"
"PF01423","PF01974"
"PF01423","PF01981"
"PF01423","PF01982"
"PF01423","PF01984"
"PF01423","PF01988"
"PF01423","PF02002"
"PF01423","PF02005"
"PF01423","PF02037"
"PF01423","PF02150"
"PF01423","PF02184"
"PF01423","PF02214"
"PF01423","PF02301"
"PF01423","PF02359"
"PF01423","PF02366"
"PF01423","PF02383"
"PF01423","PF02475"
"PF01423","PF02518"
"PF01423","PF02732"
"PF01423","PF02769"
"PF01423","PF02785"
"PF01423","PF02786"
"PF01423","PF02812"
"PF01423","PF02815"
"PF01423","PF02826"
"PF01423","PF02842"
"PF01423","PF02843"
"PF01423","PF02844"
"PF01423","PF02854"
"PF01423","PF02867"
"PF01423","PF02889"
"PF01423","PF02933"
"PF01423","PF02966"
"PF01423","PF02985"
"PF01423","PF02996"
"PF01423","PF03081"
"PF01423","PF03095"
"PF01423","PF03144"
"PF01423","PF03162"
"PF01423","PF03194"
"PF01423","PF03343"
"PF01423","PF03367"
"PF01423","PF03371"
"PF01423","PF03435"
"PF01423","PF03463"
"PF01423","PF03464"
"PF01423","PF03465"
"PF01423","PF03477"
"PF01423","PF03587"
"PF01423","PF03764"
"PF01423","PF03765"
"PF01423","PF03919"
"PF01423","PF04037"
"PF01423","PF04046"
"PF01423","PF04112"
"PF01423","PF04129"
"PF01423","PF04145"
"PF01423","PF04410"
"PF01423","PF04421"
"PF01423","PF04438"
"PF01423","PF04502"
"PF01423","PF04567"
"PF01423","PF04568"
"PF01423","PF04818"
"PF01423","PF04825"
"PF01423","PF04855"
"PF01423","PF05026"
"PF01423","PF05282"
"PF01423","PF05387"
"PF01423","PF05391"
"PF01423","PF06058"
"PF01423","PF06220"
"PF01423","PF06418"
"PF01423","PF06424"
"PF01423","PF07717"
"PF01423","PF07942"
"PF01423","PF08038"
"PF01423","PF08060"
"PF01423","PF08314"
"PF01423","PF08477"
"PF01423","PF08572"
"PF01423","PF09088"
"PF01423","PF09090"
"PF01424","PF01424"
"PF01424","PF01585"
"PF01424","PF04857"
"PF01425","PF01425"
"PF01425","PF02626"
"PF01425","PF02637"
"PF01425","PF02682"
"PF01425","PF02686"
"PF01425","PF02785"
"PF01425","PF02786"
"PF01425","PF02934"
"PF01425","PF02985"
"PF01426","PF01426"
"PF01426","PF01448"
"PF01426","PF02008"
"PF01426","PF02178"
"PF01426","PF02874"
"PF01426","PF06464"
"PF01426","PF08632"
"PF01426","PF09197"
"PF01426","PF11603"
"PF01427","PF01427"
"PF01428","PF01428"
"PF01428","PF05470"
"PF01429","PF02178"
"PF01429","PF02791"
"PF01429","PF05033"
"PF01430","PF01430"
"PF01431","PF05649"
"PF01432","PF01432"
"PF01432","PF08271"
"PF01432","PF08439"
"PF01433","PF02798"
"PF01433","PF03198"
"PF01433","PF04719"
"PF01433","PF09127"
"PF01433","PF11940"
"PF01434","PF01434"
"PF01434","PF01553"
"PF01434","PF01595"
"PF01434","PF01632"
"PF01434","PF01648"
"PF01434","PF01649"
"PF01434","PF01653"
"PF01434","PF01668"
"PF01434","PF01687"
"PF01434","PF01709"
"PF01434","PF01715"
"PF01434","PF01743"
"PF01434","PF01746"
"PF01434","PF01765"
"PF01434","PF01790"
"PF01434","PF01795"
"PF01434","PF01807"
"PF01434","PF02096"
"PF01434","PF02224"
"PF01434","PF02357"
"PF01434","PF02390"
"PF01434","PF02739"
"PF01434","PF02772"
"PF01434","PF02773"
"PF01434","PF02904"
"PF01434","PF02911"
"PF01434","PF03033"
"PF01434","PF03054"
"PF01434","PF03118"
"PF01434","PF03120"
"PF01434","PF03462"
"PF01434","PF03772"
"PF01434","PF03796"
"PF01434","PF06480"
"PF01434","PF07992"
"PF01435","PF01435"
"PF01436","PF01436"
"PF01436","PF03712"
"PF01436","PF08450"
"PF01437","PF01437"
"PF01437","PF01833"
"PF01441","PF01441"
"PF01442","PF01442"
"PF01442","PF04711"
"PF01443","PF01443"
"PF01443","PF01661"
"PF01443","PF03171"
"PF01443","PF05127"
"PF01443","PF05892"
"PF01447","PF02868"
"PF01447","PF03413"
"PF01450","PF01450"
"PF01450","PF07991"
"PF01451","PF01451"
"PF01451","PF06617"
"PF01452","PF01452"
"PF01453","PF01453"
"PF01453","PF02162"
"PF01454","PF02463"
"PF01454","PF04939"
"PF01454","PF07686"
"PF01454","PF08743"
"PF01455","PF01455"
"PF01455","PF01750"
"PF01455","PF01924"
"PF01458","PF01458"
"PF01459","PF01607"
"PF01459","PF01656"
"PF01459","PF02064"
"PF01459","PF02301"
"PF01459","PF02374"
"PF01459","PF02466"
"PF01459","PF03114"
"PF01459","PF04281"
"PF01459","PF04733"
"PF01459","PF05291"
"PF01459","PF07544"
"PF01462","PF01462"
"PF01462","PF01463"
"PF01462","PF01477"
"PF01462","PF01582"
"PF01462","PF01822"
"PF01462","PF01825"
"PF01462","PF02010"
"PF01463","PF01477"
"PF01463","PF01582"
"PF01463","PF01822"
"PF01463","PF01825"
"PF01463","PF02010"
"PF01463","PF03736"
"PF01464","PF01476"
"PF01465","PF01465"
"PF01466","PF01813"
"PF01466","PF01991"
"PF01466","PF02518"
"PF01466","PF02874"
"PF01466","PF03764"
"PF01466","PF03931"
"PF01466","PF04300"
"PF01466","PF04969"
"PF01467","PF01467"
"PF01467","PF01728"
"PF01467","PF01931"
"PF01467","PF01966"
"PF01467","PF04478"
"PF01467","PF08477"
"PF01467","PF10362"
"PF01468","PF01468"
"PF01468","PF07554"
"PF01470","PF01470"
"PF01471","PF01476"
"PF01471","PF01510"
"PF01471","PF07486"
"PF01471","PF08291"
"PF01472","PF01472"
"PF01472","PF01507"
"PF01472","PF01509"
"PF01472","PF01702"
"PF01472","PF02131"
"PF01472","PF02732"
"PF01472","PF02854"
"PF01472","PF03144"
"PF01472","PF05291"
"PF01472","PF08068"
"PF01472","PF09183"
"PF01473","PF01473"
"PF01473","PF01510"
"PF01474","PF01474"
"PF01474","PF01817"
"PF01474","PF02391"
"PF01475","PF01475"
"PF01476","PF01510"
"PF01476","PF01520"
"PF01476","PF01551"
"PF01476","PF01632"
"PF01476","PF01649"
"PF01476","PF01653"
"PF01476","PF01668"
"PF01476","PF01715"
"PF01476","PF01743"
"PF01476","PF01746"
"PF01476","PF01765"
"PF01476","PF01782"
"PF01476","PF01790"
"PF01476","PF01795"
"PF01476","PF01807"
"PF01476","PF01820"
"PF01476","PF01832"
"PF01476","PF02033"
"PF01476","PF02096"
"PF01476","PF02130"
"PF01476","PF02357"
"PF01476","PF02367"
"PF01476","PF02368"
"PF01476","PF02369"
"PF01476","PF02410"
"PF01476","PF02473"
"PF01476","PF02547"
"PF01476","PF02575"
"PF01476","PF02576"
"PF01476","PF02739"
"PF01476","PF02767"
"PF01476","PF02768"
"PF01476","PF02801"
"PF01476","PF02873"
"PF01476","PF02911"
"PF01476","PF02912"
"PF01476","PF03033"
"PF01476","PF03118"
"PF01476","PF03120"
"PF01476","PF03147"
"PF01476","PF03461"
"PF01476","PF03462"
"PF01476","PF03471"
"PF01476","PF03602"
"PF01476","PF03652"
"PF01476","PF03717"
"PF01476","PF03734"
"PF01476","PF03772"
"PF01476","PF03796"
"PF01476","PF03840"
"PF01476","PF04972"
"PF01477","PF01822"
"PF01477","PF01825"
"PF01477","PF02740"
"PF01477","PF02759"
"PF01479","PF01479"
"PF01479","PF01652"
"PF01479","PF01728"
"PF01479","PF02363"
"PF01479","PF03719"
"PF01479","PF04006"
"PF01479","PF04047"
"PF01479","PF05291"
"PF01479","PF06493"
"PF01479","PF06645"
"PF01479","PF08297"
"PF01481","PF01481"
"PF01483","PF01483"
"PF01483","PF01633"
"PF01483","PF01794"
"PF01483","PF03435"
"PF01483","PF03647"
"PF01484","PF02214"
"PF01484","PF02363"
"PF01484","PF03165"
"PF01484","PF03166"
"PF01484","PF06493"
"PF01485","PF05773"
"PF01487","PF01487"
"PF01487","PF01488"
"PF01487","PF01761"
"PF01487","PF01817"
"PF01487","PF02518"
"PF01487","PF02735"
"PF01487","PF04110"
"PF01487","PF08501"
"PF01488","PF01488"
"PF01488","PF01761"
"PF01488","PF02518"
"PF01488","PF02735"
"PF01488","PF02774"
"PF01488","PF02879"
"PF01488","PF04110"
"PF01488","PF05201"
"PF01488","PF08501"
"PF01490","PF01607"
"PF01490","PF01781"
"PF01490","PF05222"
"PF01490","PF05669"
"PF01490","PF09340"
"PF01493","PF01568"
"PF01493","PF01645"
"PF01493","PF04897"
"PF01493","PF04898"
"PF01494","PF01494"
"PF01494","PF07976"
"PF01495","PF02492"
"PF01496","PF01813"
"PF01496","PF01990"
"PF01496","PF01991"
"PF01496","PF01992"
"PF01496","PF02146"
"PF01496","PF02874"
"PF01496","PF03179"
"PF01496","PF03223"
"PF01496","PF03224"
"PF01496","PF03435"
"PF01496","PF03727"
"PF01496","PF05669"
"PF01497","PF01497"
"PF01500","PF02363"
"PF01500","PF06493"
"PF01501","PF01501"
"PF01501","PF05693"
"PF01502","PF01502"
"PF01502","PF01503"
"PF01502","PF01634"
"PF01502","PF02772"
"PF01502","PF02776"
"PF01503","PF01503"
"PF01503","PF01634"
"PF01504","PF01504"
"PF01504","PF05983"
"PF01505","PF01505"
"PF01507","PF01507"
"PF01507","PF02735"
"PF01507","PF03144"
"PF01507","PF05669"
"PF01509","PF01509"
"PF01509","PF01749"
"PF01509","PF02854"
"PF01509","PF03435"
"PF01509","PF04135"
"PF01509","PF04410"
"PF01509","PF05291"
"PF01509","PF08060"
"PF01509","PF08068"
"PF01509","PF08156"
"PF01509","PF09142"
"PF01509","PF09157"
"PF01510","PF01510"
"PF01510","PF01832"
"PF01510","PF05257"
"PF01512","PF10531"
"PF01512","PF10589"
"PF01513","PF01513"
"PF01514","PF01514"
"PF01515","PF01515"
"PF01515","PF03949"
"PF01515","PF07085"
"PF01517","PF01517"
"PF01519","PF01519"
"PF01520","PF01520"
"PF01520","PF02401"
"PF01520","PF02542"
"PF01520","PF04122"
"PF01520","PF05036"
"PF01521","PF01521"
"PF01521","PF04615"
"PF01522","PF01522"
"PF01523","PF01523"
"PF01529","PF02076"
"PF01530","PF01530"
"PF01530","PF02820"
"PF01532","PF01532"
"PF01532","PF02225"
"PF01532","PF02441"
"PF01532","PF03643"
"PF01532","PF08477"
"PF01536","PF01536"
"PF01537","PF01537"
"PF01538","PF01538"
"PF01541","PF01541"
"PF01541","PF02150"
"PF01541","PF02151"
"PF01543","PF07686"
"PF01544","PF01544"
"PF01545","PF01545"
"PF01545","PF01569"
"PF01545","PF07645"
"PF01545","PF07957"
"PF01546","PF01546"
"PF01546","PF01602"
"PF01546","PF07687"
"PF01547","PF01547"
"PF01547","PF02793"
"PF01548","PF02371"
"PF01549","PF02374"
"PF01551","PF01551"
"PF01551","PF01782"
"PF01551","PF02130"
"PF01551","PF02527"
"PF01551","PF02547"
"PF01551","PF02576"
"PF01551","PF02873"
"PF01551","PF04225"
"PF01553","PF01595"
"PF01553","PF01632"
"PF01553","PF01648"
"PF01553","PF01649"
"PF01553","PF01653"
"PF01553","PF01668"
"PF01553","PF01687"
"PF01553","PF01709"
"PF01553","PF01715"
"PF01553","PF01743"
"PF01553","PF01746"
"PF01553","PF01765"
